id,numVuelo,paisOrigen,paisDestino ,fechaSalida,horaSalida ,fechaLlegada,horaLlegada,avionRef,vacantes
337,337,Ivory Coast,China,16/1/1992,2:17,21/11/1991,10:07,353-96,62
338,338,France,Poland,5/1/1987,5:53,22/9/2020,20:28,327-77,28
339,339,Panama,China,3/12/1997,10:51,21/5/2021,13:08,440-34,05
340,340,Argentina,China,28/5/1987,1:16,16/10/2002,7:17,843-69,60
341,341,Thailand,China,13/9/2014,13:40,14/10/2008,12:38,696-68,08
342,342,China,Russia,4/2/1979,11:00,29/12/1979,14:04,050-73,95
343,343,Palestinian Territory,China,30/9/1982,17:37,8/6/2001,19:41,882-35,64
344,344,Russia,China,9/12/2018,19:07,19/10/1991,10:17,039-53,26
345,345,Philippines,Japan,3/2/1972,16:16,1/12/2014,5:22,737-25,20
346,346,Ukraine,Russia,2/9/1994,1:24,11/1/1976,7:07,743-76,95
347,347,Nigeria,Canada,5/12/1977,17:51,1/1/1993,11:50,471-11,31
348,348,Peru,Slovenia,27/12/2009,5:42,8/5/1982,13:55,531-93,09
349,349,Colombia,Philippines,17/6/1977,18:22,26/3/2003,8:04,013-85,45
350,350,China,Czech Republic,3/3/2015,8:28,16/9/1985,22:16,792-34,13
351,351,Sweden,Palestinian Territory,5/1/1974,20:21,19/9/1985,6:29,994-20,49
352,352,Ukraine,China,29/10/2010,1:32,24/6/2002,17:27,893-76,33
353,353,Russia,Indonesia,6/7/1972,2:58,16/10/1971,13:56,091-58,51
354,354,China,Russia,29/5/1978,8:52,24/4/1977,1:28,657-46,69
355,355,Canada,Serbia,27/3/1973,23:48,26/2/2009,0:38,523-76,04
356,356,Canada,China,1/4/1983,19:51,10/1/2012,5:15,020-78,74
357,357,Russia,Poland,29/9/1999,15:32,13/3/2003,13:04,254-30,27
358,358,Ukraine,Paraguay,3/5/1985,13:35,11/7/1980,1:12,646-05,53
359,359,Poland,Russia,3/1/1976,19:28,17/11/2012,14:51,690-30,32
360,360,China,Canada,5/5/1994,17:16,5/1/1993,6:32,278-30,40
361,361,France,China,23/8/2010,21:17,12/11/1977,12:51,111-54,51
362,362,Czech Republic,Malta,15/6/1994,10:15,14/4/2006,20:44,070-35,29
363,363,China,Dominica,13/2/1996,22:56,19/7/2004,16:47,170-48,35
364,364,Philippines,China,25/3/1994,7:31,28/5/1995,11:11,565-37,63
365,365,France,Colombia,19/3/2015,8:11,21/9/2002,9:34,113-65,67
366,366,China,Indonesia,22/8/2000,2:04,8/1/1991,3:59,978-72,40
367,367,China,Indonesia,9/8/1987,19:29,24/10/1989,16:09,959-58,73
368,368,Guadeloupe,Belarus,23/1/1986,15:53,7/10/1984,13:19,000-74,66
369,369,Nigeria,Sweden,1/1/1997,11:27,9/2/1993,21:22,399-38,99
370,370,Panama,Philippines,3/7/1987,7:54,19/12/1993,10:42,440-64,08
371,371,China,Vietnam,6/3/1980,1:47,23/2/1999,20:09,909-58,74
372,372,Vietnam,Czech Republic,17/3/1992,20:00,11/4/1982,17:48,278-31,83
373,373,China,Kenya,9/3/1976,23:54,9/7/2019,10:40,773-94,55
374,374,Ukraine,Armenia,23/2/2005,18:07,1/7/1975,0:35,976-31,76
375,375,France,South Africa,11/7/1992,23:19,8/11/1978,14:21,510-09,91
376,376,China,Honduras,9/6/1971,15:38,5/12/1977,4:24,510-35,03
377,377,Indonesia,Indonesia,28/6/1989,9:49,8/1/1990,21:37,329-24,22
378,378,China,Peru,2/8/1985,10:33,1/12/1996,21:03,462-35,26
379,379,Russia,China,30/11/2001,3:45,7/1/2000,8:01,644-07,23
380,380,Ukraine,Russia,13/3/1992,18:34,25/11/1979,23:28,701-69,86
381,381,Indonesia,Indonesia,3/8/2014,13:57,14/3/1985,14:42,720-13,71
382,382,Egypt,Czech Republic,12/8/1981,8:24,21/7/2008,0:59,328-47,27
383,383,Portugal,Japan,22/3/1975,8:30,7/11/1997,17:36,544-39,26
384,384,Russia,Serbia,17/7/1978,7:04,30/1/1986,5:50,241-76,91
385,385,Czech Republic,China,12/1/1981,23:05,28/10/1993,16:17,348-08,38
386,386,China,Russia,31/10/1980,21:20,12/4/1995,2:18,488-45,62
387,387,China,Mozambique,5/3/1995,0:00,12/5/1995,2:14,117-79,44
388,388,Japan,Indonesia,14/9/1977,8:35,21/5/2004,4:50,383-97,50
389,389,Cuba,Thailand,5/9/2017,1:38,24/5/2006,16:18,430-11,82
390,390,China,China,9/11/2020,12:51,2/9/2000,15:50,466-29,51
391,391,United States,Czech Republic,12/2/2009,0:38,27/10/1982,22:44,339-59,79
392,392,Indonesia,Peru,27/1/2001,20:16,13/1/1975,2:52,373-74,09
393,393,Portugal,Costa Rica,23/7/1973,6:28,18/10/1987,21:06,001-88,33
394,394,China,El Salvador,18/6/1996,3:06,21/11/1988,15:23,719-50,35
395,395,Portugal,Bulgaria,2/5/1982,10:22,23/6/1999,2:10,444-92,56
396,396,Philippines,Brazil,15/4/2012,22:49,16/3/1976,10:25,924-58,45
397,397,Iceland,France,29/1/1990,14:08,20/10/1970,5:44,194-07,40
398,398,France,China,20/2/1982,21:14,10/1/2018,4:41,800-55,68
399,399,Russia,Greece,21/9/2006,0:06,3/2/2017,3:06,897-42,34
400,400,Sweden,Croatia,19/12/1993,19:06,29/7/1985,9:06,512-75,45
401,401,France,China,23/7/1991,7:15,13/8/1988,6:17,865-15,29
402,402,Venezuela,China,4/8/2015,23:42,28/1/1988,0:44,444-62,42
403,403,China,Indonesia,10/9/2004,11:34,12/11/1990,22:37,406-03,58
404,404,Costa Rica,Ethiopia,3/4/2005,11:34,22/5/1981,10:35,519-05,06
405,405,Thailand,China,9/4/1987,0:47,11/6/2008,13:11,010-47,01
406,406,Pakistan,Croatia,17/5/1992,5:20,12/5/2017,5:33,157-82,49
407,407,Czech Republic,China,25/1/1971,5:48,6/6/2016,0:47,625-00,97
408,408,Portugal,Canada,22/5/2014,1:43,25/4/2014,4:23,159-47,85
409,409,Albania,Australia,26/10/2000,19:56,5/1/2000,0:04,482-62,80
410,410,Czech Republic,Indonesia,17/11/1982,3:06,16/2/1992,10:03,733-77,00
411,411,Colombia,Afghanistan,25/1/1990,15:14,23/2/2012,18:37,775-92,24
412,412,Russia,Indonesia,13/5/1976,15:51,19/1/1981,19:14,609-90,65
413,413,Peru,Indonesia,21/2/1974,6:09,20/5/1977,13:16,872-58,13
414,414,Czech Republic,China,17/4/2013,22:37,30/6/1997,7:22,834-01,66
415,415,China,Russia,10/12/2014,7:20,26/7/2009,21:32,538-94,05
416,416,China,Brazil,27/12/2013,3:02,19/2/2002,22:58,392-67,04
417,417,Portugal,Philippines,9/3/1981,16:24,17/9/1998,19:01,075-57,56
418,418,Israel,China,31/12/2009,11:58,4/7/2013,0:04,044-72,24
419,419,Gambia,Russia,15/4/2014,15:18,4/2/1997,11:58,999-64,31
420,420,Indonesia,Iran,12/6/1974,10:37,20/6/2020,13:16,185-72,09
421,421,Tunisia,Republic of the Congo,10/6/2007,19:14,9/11/2015,14:06,105-96,71
422,422,Indonesia,Indonesia,21/5/2013,16:05,28/6/1993,1:28,822-91,49
423,423,Afghanistan,China,15/3/2010,7:36,9/12/1998,16:59,776-31,34
424,424,China,Gambia,29/4/1996,16:18,24/4/1981,2:43,874-01,01
425,425,Laos,Portugal,28/10/2006,5:03,20/8/1995,14:49,560-90,73
426,426,Indonesia,Pakistan,14/1/1991,14:33,20/8/1984,10:51,311-39,17
427,427,Greece,China,26/6/2007,4:25,22/2/1976,15:58,505-55,09
428,428,United States,China,22/11/1973,11:28,18/7/1979,2:14,150-22,33
429,429,Panama,Poland,4/11/1998,3:20,10/1/2009,5:05,034-45,25
430,430,Lithuania,Indonesia,8/8/2014,10:28,11/2/1980,1:04,277-85,36
431,431,Norway,Russia,1/5/1971,23:21,24/1/2011,19:58,710-76,02
432,432,Kenya,China,8/11/2007,16:10,13/7/1992,14:51,803-18,18
433,433,Guatemala,China,30/6/1980,20:49,25/12/1991,11:28,489-48,04
434,434,France,France,10/7/2014,2:48,5/7/2021,11:34,521-85,76
435,435,Estonia,United States,15/12/1979,19:44,8/9/2011,17:28,819-30,30
436,436,Indonesia,French Polynesia,11/2/2011,0:15,9/2/1972,18:04,614-76,78
437,437,Philippines,China,20/8/1977,0:53,23/1/1986,13:12,735-20,18
438,438,Indonesia,China,24/4/1995,18:35,2/12/1972,0:50,055-21,93
439,439,China,Indonesia,1/12/1973,19:33,10/6/1979,16:50,561-60,36
440,440,China,Peru,9/1/2018,9:59,25/10/2008,2:38,685-30,55
441,441,Indonesia,Russia,4/12/2004,2:27,22/1/1980,14:40,769-77,43
442,442,Macedonia,China,20/3/1987,23:53,4/12/1974,8:03,102-93,73
443,443,South Africa,Indonesia,19/2/1973,8:23,18/5/1985,16:58,791-47,22
444,444,China,Poland,24/8/1993,7:12,9/2/1991,7:19,203-42,98
445,445,Brazil,Greece,28/3/1982,2:13,5/10/1992,1:24,797-04,35
446,446,Russia,Argentina,12/5/1986,17:54,4/10/1997,13:11,024-12,98
447,447,Philippines,Syria,12/2/2008,10:55,17/12/1988,11:57,722-94,12
448,448,China,Colombia,12/4/2000,16:08,18/7/1977,22:30,444-00,90
449,449,Serbia,Indonesia,13/3/1984,11:19,5/4/1984,9:12,192-33,13
450,450,South Africa,Poland,14/3/2011,0:26,4/3/2018,9:28,491-52,27
451,451,Indonesia,Russia,1/6/1986,4:21,19/10/1987,7:11,527-48,23
452,452,China,China,12/2/2009,15:57,20/10/2012,16:41,371-39,20
453,453,Indonesia,Indonesia,12/7/1974,20:59,5/10/2001,11:03,807-62,85
454,454,Portugal,Bolivia,4/1/2016,15:26,6/8/2013,10:22,995-99,52
455,455,Philippines,China,15/7/1988,16:25,19/3/1987,6:00,400-06,06
456,456,Libya,China,9/4/2010,18:01,11/4/2012,13:34,179-36,55
457,457,Ukraine,Indonesia,3/3/2012,11:38,22/9/1980,22:32,281-05,13
458,458,Russia,Indonesia,20/6/1982,20:28,21/5/1996,10:52,658-89,80
459,459,China,Indonesia,13/1/2019,6:08,29/1/2010,18:34,183-91,91
460,460,Dominican Republic,Nigeria,14/10/2020,13:24,11/12/1991,22:19,347-36,22
461,461,China,Russia,5/8/2006,20:02,23/11/1973,4:38,465-98,44
462,462,Egypt,Haiti,21/3/2014,19:34,5/11/1987,0:21,450-54,48
463,463,United States,Afghanistan,7/5/1997,18:18,4/10/1999,0:53,496-99,29
464,464,Cuba,Cuba,15/5/2007,20:49,18/7/2007,3:34,351-11,98
465,465,Portugal,Poland,19/9/1976,0:33,23/2/1997,7:19,869-79,62
466,466,Western Sahara,Togo,15/5/1989,8:29,3/12/1976,6:59,827-47,71
467,467,Ethiopia,Japan,6/1/2000,9:03,3/8/1992,4:11,607-87,86
468,468,Canada,Canada,12/8/1999,3:11,7/8/1979,6:31,294-78,48
469,469,Bangladesh,Brazil,2/4/1998,6:48,5/1/1987,5:31,153-88,86
470,470,Russia,China,1/6/1991,18:51,13/10/1989,1:53,543-09,77
471,471,Sweden,China,30/8/2008,8:17,30/4/2011,9:39,985-06,85
472,472,Russia,Peru,25/6/2010,2:55,16/10/1988,5:03,463-55,91
473,473,Russia,Afghanistan,14/7/2014,20:53,23/2/2012,18:43,078-50,78
474,474,China,China,31/8/2001,14:27,21/1/2001,18:24,675-33,78
475,475,Philippines,Albania,19/8/2007,6:04,1/2/2014,18:07,714-67,41
476,476,Japan,Indonesia,11/4/1975,6:03,12/4/2009,4:16,524-76,80
477,477,Azerbaijan,China,22/6/1998,23:25,8/5/2021,15:44,195-56,70
478,478,China,China,26/3/1987,18:19,13/2/2010,21:09,424-65,87
479,479,Indonesia,Czech Republic,25/2/1993,5:48,1/6/1990,12:28,344-07,11
480,480,China,Philippines,15/5/2009,1:37,19/7/1997,16:28,608-96,19
481,481,North Korea,Qatar,30/3/1979,4:06,6/7/1980,14:03,700-71,52
482,482,Indonesia,Indonesia,13/12/2017,14:05,29/4/2017,9:47,469-33,27
483,483,Ukraine,China,17/8/1988,17:37,24/1/1978,1:43,211-35,91
484,484,Russia,Indonesia,26/4/2019,9:47,20/3/1973,11:05,999-01,88
485,485,Colombia,Albania,12/9/2017,4:30,26/5/1997,15:04,950-46,09
486,486,Brazil,Indonesia,6/11/1984,21:56,16/9/1996,5:06,854-65,25
487,487,China,Philippines,4/5/2015,22:25,16/3/1999,15:04,881-41,13
488,488,Indonesia,Indonesia,8/11/2009,20:16,8/11/2007,20:21,034-78,88
489,489,Sweden,Philippines,2/4/1987,9:06,8/9/2013,1:53,137-37,92
490,490,Argentina,Brazil,30/11/2019,13:33,9/12/1996,11:57,484-68,52
491,491,China,Sweden,30/6/1987,5:49,1/10/1975,20:42,588-74,33
492,492,Indonesia,China,19/5/2020,14:40,9/5/2001,17:20,674-47,58
493,493,Portugal,Spain,29/1/1998,20:00,24/12/1974,10:13,744-81,10
494,494,Cambodia,Venezuela,16/10/1993,3:31,13/1/1996,3:26,122-58,03
495,495,Indonesia,China,27/7/2013,11:30,14/11/1990,2:55,520-50,72
496,496,Poland,Czech Republic,7/6/2010,20:30,7/9/2018,6:23,420-35,91
497,497,Ukraine,Nigeria,20/2/1995,12:25,26/12/1981,13:54,780-28,95
498,498,Philippines,Indonesia,23/1/1981,2:42,29/4/1995,11:56,051-82,25
499,499,Tunisia,Tunisia,6/12/1993,20:31,2/9/2010,11:36,727-77,91
500,500,China,Czech Republic,7/10/2000,23:35,27/8/1998,1:19,470-41,78
501,501,Sweden,Colombia,3/5/1995,18:09,15/10/1995,18:51,020-29,04
502,502,United Kingdom,China,4/5/2012,15:51,26/3/2006,2:20,426-49,09
503,503,Costa Rica,Philippines,8/8/1979,6:32,23/2/1997,0:58,373-61,47
504,504,Poland,Indonesia,27/8/1972,19:53,20/2/2008,20:34,037-83,61
505,505,Philippines,Namibia,11/7/2008,11:03,8/3/2019,1:44,058-39,23
506,506,Indonesia,Russia,6/6/2020,13:36,30/11/2020,22:02,607-25,90
507,507,Indonesia,Philippines,1/7/1983,21:06,17/6/2005,5:20,003-06,73
508,508,Guam,Portugal,7/4/1983,10:16,30/7/2006,15:09,753-96,28
509,509,Iran,Russia,9/11/2009,15:07,13/8/1983,14:53,679-18,08
510,510,Venezuela,Tonga,6/1/1993,16:56,27/10/2020,13:22,360-25,21
511,511,China,Russia,22/5/2009,13:50,16/2/2002,9:07,016-23,65
512,512,Croatia,China,26/11/2019,9:57,4/11/1999,21:05,949-64,46
513,513,Mayotte,Poland,10/7/2000,10:16,3/9/1995,12:28,400-24,16
514,514,Thailand,China,28/11/1999,9:20,17/5/2002,6:07,939-46,03
515,515,South Korea,South Korea,15/4/2009,17:13,5/1/1990,11:31,157-66,09
516,516,China,China,30/6/1997,3:19,15/1/1993,6:59,847-95,10
517,517,Israel,Philippines,16/7/2019,0:07,2/3/1997,1:27,324-71,97
518,518,France,China,29/12/1979,9:47,20/4/1983,11:36,716-08,62
519,519,China,Spain,7/2/1979,3:56,25/6/1971,8:10,163-32,42
520,520,Malaysia,Poland,15/7/1996,1:30,12/4/1979,8:21,124-03,46
521,521,Indonesia,Yemen,30/8/1993,18:48,24/7/1973,1:02,241-55,43
522,522,Spain,Russia,19/9/2007,23:00,16/12/1995,12:55,568-81,86
523,523,Russia,Libya,16/12/1995,16:45,2/12/2019,23:24,010-40,32
524,524,China,China,6/7/1992,7:01,2/12/1978,5:28,943-74,74
525,525,Namibia,Poland,23/4/2001,15:22,9/9/1979,0:35,489-71,02
526,526,Canada,Russia,8/4/1985,7:28,30/7/2018,0:39,909-47,01
527,527,Ireland,Brazil,25/11/2018,3:46,11/12/2005,2:04,785-69,46
528,528,Iran,Canada,6/8/1977,14:01,17/5/2019,8:51,879-67,97
529,529,Philippines,Philippines,20/9/1993,14:41,9/5/2005,20:12,570-72,55
530,530,Indonesia,Chile,29/11/1980,10:08,10/1/1992,23:18,002-13,81
531,531,Colombia,Indonesia,1/9/2017,18:53,15/6/1990,21:40,436-30,20
532,532,United States,Mongolia,17/2/1971,11:24,8/9/1983,23:05,154-14,75
533,533,China,Indonesia,4/12/2008,23:00,26/5/1982,2:58,657-41,27
534,534,Israel,South Sudan,8/10/1999,23:47,3/4/2011,22:37,041-44,45
535,535,Brazil,Brazil,25/5/2016,6:57,17/3/2020,20:38,409-72,39
536,536,Indonesia,Indonesia,24/9/2017,20:26,28/9/1975,6:55,540-16,04
537,537,China,Guatemala,2/9/1972,3:09,25/1/1977,17:27,901-09,75
538,538,Chile,France,18/11/1988,14:19,2/8/1996,1:25,965-65,79
539,539,Nigeria,Sweden,11/8/1977,11:40,9/10/1995,6:29,531-86,64
540,540,Sweden,Greece,18/3/1980,6:37,9/2/1986,2:58,546-59,58
541,541,Guatemala,Brazil,29/9/1991,19:08,25/3/1987,3:02,730-75,37
542,542,China,China,18/4/1989,22:27,19/1/2005,22:36,785-03,91
543,543,Indonesia,Indonesia,29/5/2005,13:01,8/2/1979,22:57,359-09,09
544,544,Argentina,Albania,9/5/2020,12:46,30/5/2000,20:33,115-95,89
545,545,Portugal,Madagascar,13/3/2003,21:03,1/2/2002,11:47,426-17,84
546,546,Lebanon,El Salvador,1/12/1974,16:37,19/4/1983,18:55,398-76,20
547,547,Philippines,Russia,8/2/2000,23:28,4/3/1999,18:32,552-51,26
548,548,Palestinian Territory,Guinea,23/7/2004,21:30,28/3/1998,21:24,086-91,67
549,549,Mexico,China,23/9/2013,22:11,6/4/2013,4:15,168-89,63
550,550,Philippines,Pakistan,28/10/1971,22:13,22/2/1980,8:13,499-85,71
551,551,China,Turkmenistan,15/7/1975,12:59,16/2/1972,3:22,864-30,43
552,552,Mauritius,Sri Lanka,2/2/2004,13:59,18/12/2013,4:41,907-36,28
553,553,Brazil,Sweden,1/10/1982,13:27,17/2/2006,8:01,011-55,35
554,554,Czech Republic,Philippines,18/3/1989,4:16,31/10/1998,4:37,435-83,60
555,555,Czech Republic,China,12/7/1974,11:09,20/10/1978,10:56,610-86,22
556,556,China,Sweden,15/10/2003,5:15,12/2/2019,4:27,604-89,79
557,557,South Africa,South Africa,23/5/2010,3:51,14/4/1979,20:48,672-64,05
558,558,Mexico,Portugal,11/3/1998,12:37,31/8/1978,7:53,362-72,18
559,559,Syria,China,2/2/1982,8:34,20/12/2003,2:13,188-63,33
560,560,Indonesia,Hungary,21/6/2011,21:51,14/6/1999,11:51,728-57,92
561,561,Indonesia,China,27/7/2007,12:59,23/5/1977,17:56,408-07,60
562,562,Russia,Poland,25/10/1993,20:23,11/1/1999,6:40,931-03,43
563,563,Portugal,Argentina,19/5/1994,0:00,8/12/1998,12:17,658-39,62
564,564,China,China,13/11/2006,23:43,27/3/1986,21:25,336-38,92
565,565,Liberia,Turkmenistan,12/4/1984,9:49,7/9/2014,15:13,009-53,42
566,566,China,China,17/5/2006,5:20,29/11/1996,15:27,367-91,39
567,567,Australia,Georgia,16/11/1970,20:17,10/4/1982,18:53,800-18,43
568,568,Nepal,Mexico,21/4/1993,12:28,24/3/1984,10:57,484-50,14
569,569,Portugal,Indonesia,11/9/1977,1:39,9/8/2005,12:40,476-45,71
570,570,Poland,Guinea,25/12/1992,15:41,28/7/2013,10:09,791-39,83
571,571,China,Indonesia,18/1/1997,12:08,13/2/1992,0:27,072-56,96
572,572,China,Indonesia,4/6/2011,4:34,25/10/2020,14:02,557-60,92
573,573,China,Poland,15/9/2001,1:57,30/1/1998,23:42,038-06,71
574,574,Brazil,Ukraine,18/11/2011,1:03,8/9/1977,4:51,156-17,76
575,575,China,Indonesia,10/4/2010,0:09,17/5/2007,5:09,963-92,98
576,576,Ukraine,China,10/3/2004,16:38,20/3/1994,11:00,771-85,83
577,577,Russia,Taiwan,31/10/1978,18:40,27/10/1994,6:08,869-34,40
578,578,Sweden,Sweden,23/3/1975,0:04,17/5/2016,20:25,025-33,43
579,579,Malta,Vietnam,17/2/1973,2:08,17/12/1994,19:46,982-58,45
580,580,Greece,Greece,13/8/2003,1:55,13/3/1995,14:26,390-65,98
581,581,Afghanistan,Angola,30/4/1991,18:53,21/3/1987,12:03,591-73,70
582,582,Afghanistan,United States,27/7/1989,7:31,27/1/2014,19:37,290-04,20
583,583,China,China,21/4/1986,17:29,11/3/2016,1:24,697-54,18
584,584,Poland,France,11/12/1993,0:37,18/2/2016,20:18,154-14,71
585,585,Colombia,Portugal,18/12/1995,8:51,1/10/2014,21:30,043-22,67
586,586,United States,Colombia,22/8/2003,0:59,2/3/1998,1:46,084-90,19
587,587,Philippines,China,21/8/1998,8:41,13/12/2009,17:03,512-76,75
588,588,Indonesia,Ethiopia,28/5/1975,3:39,6/12/1996,4:51,593-40,16
589,589,France,Portugal,8/8/1974,23:32,5/5/2020,8:15,455-83,99
590,590,Thailand,China,30/7/2006,20:16,22/7/2005,10:40,621-44,84
591,591,Cameroon,South Korea,6/8/2009,4:29,1/12/2019,14:36,324-90,98
592,592,China,United States,19/5/1987,23:50,20/11/1993,16:38,493-89,60
593,593,China,China,9/1/1981,2:43,18/2/2019,19:26,742-30,05
594,594,Macedonia,China,6/11/1971,0:06,6/2/2010,22:41,708-03,62
595,595,Sweden,Argentina,14/7/1977,1:54,13/2/2021,4:23,627-09,36
596,596,Pakistan,Indonesia,22/12/1996,7:13,30/3/1981,1:38,027-16,87
597,597,Sweden,Colombia,11/2/2019,23:40,13/6/1982,23:33,584-97,15
598,598,Indonesia,Morocco,31/1/2007,20:10,30/12/2012,2:10,425-72,10
599,599,Netherlands,Portugal,21/11/1975,10:44,21/11/1995,10:54,637-51,47
600,600,Indonesia,Sri Lanka,3/11/1973,1:56,25/2/1984,8:38,876-94,64
601,601,Russia,Afghanistan,16/8/1977,5:54,17/4/2013,10:08,127-84,07
602,602,Malaysia,Poland,6/4/2007,5:47,28/10/1979,22:47,946-30,79
603,603,Portugal,China,9/10/1997,5:41,30/8/2013,17:48,657-24,72
604,604,China,Japan,5/2/1979,8:21,1/1/2001,8:09,259-97,22
605,605,Central African Republic,Netherlands,14/9/1998,17:54,30/3/2011,2:32,838-36,12
606,606,Russia,Colombia,5/3/2011,4:25,19/12/2019,13:20,570-19,63
607,607,China,Sweden,10/4/2011,18:44,14/9/1974,4:14,493-60,06
608,608,Indonesia,Brazil,2/9/2006,12:53,21/5/1982,3:40,671-94,56
609,609,Chile,Sweden,10/3/2007,23:23,23/3/1981,8:38,545-61,10
610,610,Indonesia,Cambodia,3/2/1995,16:46,25/1/2020,11:33,641-37,05
611,611,Argentina,China,23/7/1987,14:51,29/8/1988,16:57,247-39,05
612,612,Portugal,Azerbaijan,18/8/2004,20:03,18/9/1980,15:55,788-02,18
613,613,Thailand,Thailand,12/1/2003,17:37,14/10/1995,6:53,516-96,84
614,614,Mongolia,Indonesia,26/8/1971,6:38,16/7/2020,19:43,236-04,65
615,615,China,Argentina,28/6/1984,1:38,24/7/1986,8:40,553-81,02
616,616,Cuba,Czech Republic,28/8/1971,16:21,29/3/1988,12:23,637-58,56
617,617,Costa Rica,China,22/7/1994,16:22,10/7/2006,14:22,673-75,51
618,618,Russia,Philippines,17/8/2018,15:34,30/10/2002,6:33,319-57,16
619,619,Venezuela,Armenia,18/10/2004,5:10,19/10/1970,9:40,541-07,29
620,620,Somalia,Czech Republic,13/7/2011,1:55,28/11/1971,14:40,927-51,24
621,621,Indonesia,China,7/1/1978,5:16,19/11/2009,18:13,572-49,68
622,622,Portugal,Brazil,5/9/1992,18:41,30/10/2020,1:59,670-51,98
623,623,Mongolia,Iran,28/1/2007,23:09,7/10/1985,20:06,170-70,78
624,624,Indonesia,Norway,17/8/1972,19:48,18/11/1991,20:00,787-70,04
625,625,Indonesia,Portugal,23/1/2006,21:15,27/7/2017,21:00,405-83,68
626,626,Finland,Madagascar,15/8/1982,14:13,20/12/1989,20:58,839-39,74
627,627,Albania,China,15/11/1978,12:40,2/9/1986,17:55,792-52,99
628,628,Haiti,Brazil,9/9/1985,12:57,22/8/1991,9:42,821-32,84
629,629,Uganda,Indonesia,23/4/1973,14:36,30/5/1973,1:24,601-20,13
630,630,Brazil,Indonesia,14/10/1984,4:18,2/12/2010,22:13,559-60,61
631,631,Argentina,Portugal,3/9/2003,22:21,2/9/2000,15:10,060-59,24
632,632,Japan,China,23/3/2005,5:51,31/7/2011,16:46,364-73,38
633,633,Afghanistan,Uganda,20/11/2005,5:30,22/10/1980,13:59,668-76,00
634,634,Ukraine,Indonesia,24/3/2003,0:17,24/7/1993,21:40,997-50,36
635,635,Luxembourg,China,1/4/2000,3:11,8/11/1984,15:52,372-15,83
636,636,Bulgaria,Philippines,19/6/2009,11:46,28/12/2001,18:37,909-50,92
637,637,Papua New Guinea,Brazil,8/1/1994,22:19,1/8/1994,0:39,690-74,28
638,638,Portugal,Peru,12/1/1971,10:22,5/4/2012,2:45,924-13,06
639,639,Philippines,Serbia,13/1/1991,22:49,10/5/1978,18:48,897-93,33
640,640,Paraguay,Czech Republic,9/7/1977,12:18,30/9/2009,7:10,753-41,27
641,641,Vietnam,China,9/8/2018,16:55,30/6/2000,14:14,615-89,14
642,642,Angola,Bolivia,17/4/1982,18:57,1/7/2006,20:16,094-56,51
643,643,Indonesia,Russia,3/10/1984,0:44,28/6/2002,0:13,066-73,46
644,644,Sweden,China,13/9/1975,6:51,4/10/1977,21:13,851-43,83
645,645,France,Greece,23/4/1974,15:38,28/9/1980,23:48,131-10,13
646,646,United States,Japan,6/4/1973,12:40,16/3/1990,5:27,808-37,64
647,647,China,Philippines,21/5/1987,16:09,23/12/1976,16:28,847-56,24
648,648,China,Portugal,6/5/1982,14:14,24/11/1991,0:30,844-32,93
649,649,Indonesia,Bosnia and Herzegovina,27/12/2010,8:30,8/3/1987,5:13,911-10,62
650,650,Mexico,China,29/3/1985,2:43,13/4/2021,22:17,113-15,54
651,651,France,Greece,9/7/2003,3:46,17/11/1973,3:55,742-65,60
652,652,Sweden,Honduras,13/7/2020,19:03,26/12/2009,18:47,219-35,01
653,653,Czech Republic,Czech Republic,1/10/1984,1:38,31/1/2010,14:39,698-14,68
654,654,Comoros,Sweden,17/9/2015,20:13,17/1/1989,16:07,910-05,14
655,655,Sweden,Nicaragua,7/10/1981,8:51,9/11/1995,22:55,196-41,48
656,656,Poland,Madagascar,24/5/1992,11:00,7/10/2011,14:01,653-44,41
657,657,Philippines,China,15/8/1988,3:42,2/6/1995,2:08,128-14,83
658,658,Sweden,Thailand,21/7/1978,21:29,15/1/2009,1:13,693-18,20
659,659,China,Czech Republic,10/10/2000,17:22,15/2/2018,14:30,964-96,61
660,660,Paraguay,Poland,10/5/2010,1:34,3/4/2012,5:51,680-48,13
661,661,Brazil,Philippines,18/2/2019,3:41,26/9/2017,9:58,815-27,87
662,662,Philippines,Indonesia,20/1/1972,16:17,9/1/2003,8:36,884-85,35
663,663,China,Finland,21/11/2006,14:07,22/4/1979,10:38,980-03,86
664,664,China,Greece,6/7/2019,7:55,15/9/1992,11:19,678-04,68
665,665,Brazil,Croatia,21/1/2014,22:41,26/7/2015,17:11,067-61,65
666,666,Greece,France,6/1/1991,12:32,8/7/1997,17:35,059-51,44
667,667,China,Indonesia,2/7/1976,5:57,13/5/1976,11:44,706-68,71
668,668,Philippines,Poland,14/1/1977,2:08,19/11/1993,15:01,121-62,64
669,669,France,Czech Republic,24/3/1975,11:55,13/4/2017,7:32,347-24,88
670,670,China,United States,16/8/1975,18:47,22/6/1980,18:17,186-45,06
671,671,Russia,Indonesia,26/9/1989,7:21,24/3/1983,10:18,530-20,07
672,672,Philippines,Russia,5/6/2010,22:14,26/1/2015,7:18,514-21,36
673,673,Ukraine,Japan,31/12/1996,17:33,8/5/2000,4:46,984-21,31
674,674,Yemen,Guatemala,29/9/2000,21:09,21/10/2011,11:42,315-70,70
675,675,Poland,China,19/10/1996,5:37,14/4/2003,7:03,710-05,10
